text,rating,publishedAtDate,restaurante,rating_comida,rating_servicio,rating_ambiente,tiempo_espera_reportado,likesCount,reviewerNumberOfReviews,isLocalGuide,tiene_texto,review_texto,idioma_detectado,fecha,sentimiento,prob_positivo,prob_negativo,prob_neutral,texto_normalizado,temas_detectados,num_temas,sentimiento_score
"Buena comida, sale a la mesa en tiempo prudencial, te ponen chimichurri, ají y salsa de queso con pan baguette mientras esperas el plato fuerte. Precios razonables.",5,2024-05-27T02:39:06.643Z,Parrillada Punta Del Este,5.0,5.0,5.0,,2,90,True,True,"Buena comida, sale a la mesa en tiempo prudencial, te ponen chimichurri, ají y salsa de queso con pan baguette mientras esperas el plato fuerte. Precios razonables.",es,2024-05-27 02:39:06.643000+00:00,POS,0.913617730140686,0.0034028231166303,0.0829794332385063,"buena comida, sale a la mesa en tiempo prudencial, te ponen chimichurri, aji y salsa de queso con pan baguette mientras esperas el plato fuerte. precios razonables.",precio,3,1
"Buena comida, sale a la mesa en tiempo prudencial, te ponen chimichurri, ají y salsa de queso con pan baguette mientras esperas el plato fuerte. Precios razonables.",5,2024-05-27T02:39:06.643Z,Parrillada Punta Del Este,5.0,5.0,5.0,,2,90,True,True,"Buena comida, sale a la mesa en tiempo prudencial, te ponen chimichurri, ají y salsa de queso con pan baguette mientras esperas el plato fuerte. Precios razonables.",es,2024-05-27 02:39:06.643000+00:00,POS,0.913617730140686,0.0034028231166303,0.0829794332385063,"buena comida, sale a la mesa en tiempo prudencial, te ponen chimichurri, aji y salsa de queso con pan baguette mientras esperas el plato fuerte. precios razonables.",ambiente_instalaciones,3,1
"Hace tiempo que no iba, ahora están en la parte de arriba y el local es bastante amplio, nos atendieron rápido y muy atento el mesero, me encantó la chuleta con el chimichurri, la ensalada rusa estuvo muy rica, hay que regresar definitivamente.",5,2024-03-26T04:20:26.469Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,213,True,True,"Hace tiempo que no iba, ahora están en la parte de arriba y el local es bastante amplio, nos atendieron rápido y muy atento el mesero, me encantó la chuleta con el chimichurri, la ensalada rusa estuvo muy rica, hay que regresar definitivamente.",es,2024-03-26 04:20:26.469000+00:00,POS,0.9773833751678468,0.0024698465131223,0.0201467089354991,"hace tiempo que no iba, ahora estan en la parte de arriba y el local es bastante amplio, nos atendieron rapido y muy atento el mesero, me encanto la chuleta con el chimichurri, la ensalada rusa estuvo muy rica, hay que regresar definitivamente.",atencion_servicio,2,1
"Hace tiempo que no iba, ahora están en la parte de arriba y el local es bastante amplio, nos atendieron rápido y muy atento el mesero, me encantó la chuleta con el chimichurri, la ensalada rusa estuvo muy rica, hay que regresar definitivamente.",5,2024-03-26T04:20:26.469Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,213,True,True,"Hace tiempo que no iba, ahora están en la parte de arriba y el local es bastante amplio, nos atendieron rápido y muy atento el mesero, me encantó la chuleta con el chimichurri, la ensalada rusa estuvo muy rica, hay que regresar definitivamente.",es,2024-03-26 04:20:26.469000+00:00,POS,0.9773833751678468,0.0024698465131223,0.0201467089354991,"hace tiempo que no iba, ahora estan en la parte de arriba y el local es bastante amplio, nos atendieron rapido y muy atento el mesero, me encanto la chuleta con el chimichurri, la ensalada rusa estuvo muy rica, hay que regresar definitivamente.",tiempo_espera,2,1
Muy buen lugar para comer en familia. Precios intermedios no son económicos pero tampoco exageradamente caros. Hay parqueo . El único inconveniente diría que al ser en primer piso no hay acceso para personas con sillas de ruedas al local,5,2024-03-10T19:29:48.740Z,Parrillada Punta Del Este,5.0,5.0,4.0,,0,52,True,True,Muy buen lugar para comer en familia. Precios intermedios no son económicos pero tampoco exageradamente caros. Hay parqueo . El único inconveniente diría que al ser en primer piso no hay acceso para personas con sillas de ruedas al local,es,2024-03-10 19:29:48.740000+00:00,NEU,0.4655324518680572,0.0335635356605052,0.5009039640426636,muy buen lugar para comer en familia. precios intermedios no son economicos pero tampoco exageradamente caros. hay parqueo . el unico inconveniente diria que al ser en primer piso no hay acceso para personas con sillas de ruedas al local,porciones,2,0
Muy buen lugar para comer en familia. Precios intermedios no son económicos pero tampoco exageradamente caros. Hay parqueo . El único inconveniente diría que al ser en primer piso no hay acceso para personas con sillas de ruedas al local,5,2024-03-10T19:29:48.740Z,Parrillada Punta Del Este,5.0,5.0,4.0,,0,52,True,True,Muy buen lugar para comer en familia. Precios intermedios no son económicos pero tampoco exageradamente caros. Hay parqueo . El único inconveniente diría que al ser en primer piso no hay acceso para personas con sillas de ruedas al local,es,2024-03-10 19:29:48.740000+00:00,NEU,0.4655324518680572,0.0335635356605052,0.5009039640426636,muy buen lugar para comer en familia. precios intermedios no son economicos pero tampoco exageradamente caros. hay parqueo . el unico inconveniente diria que al ser en primer piso no hay acceso para personas con sillas de ruedas al local,precio,2,0
"Excelente atención,  ricas carnes, buenísima atención y ambiente de primera",5,2024-02-22T20:44:28.254Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,20,True,True,"Excelente atención, ricas carnes, buenísima atención y ambiente de primera",es,2024-02-22 20:44:28.254000+00:00,POS,0.9784854650497437,0.0028291521593928,0.0186853874474763,"excelente atencion, ricas carnes, buenisima atencion y ambiente de primera",carne,3,1
"Excelente atención,  ricas carnes, buenísima atención y ambiente de primera",5,2024-02-22T20:44:28.254Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,20,True,True,"Excelente atención, ricas carnes, buenísima atención y ambiente de primera",es,2024-02-22 20:44:28.254000+00:00,POS,0.9784854650497437,0.0028291521593928,0.0186853874474763,"excelente atencion, ricas carnes, buenisima atencion y ambiente de primera",atencion_servicio,3,1
"Excelente atención,  ricas carnes, buenísima atención y ambiente de primera",5,2024-02-22T20:44:28.254Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,20,True,True,"Excelente atención, ricas carnes, buenísima atención y ambiente de primera",es,2024-02-22 20:44:28.254000+00:00,POS,0.9784854650497437,0.0028291521593928,0.0186853874474763,"excelente atencion, ricas carnes, buenisima atencion y ambiente de primera",ambiente_instalaciones,3,1
Excelente el servicio deliciosa la comida,5,2023-12-29T01:11:23.111Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,4,False,True,Excelente el servicio deliciosa la comida,es,2023-12-29 01:11:23.111000+00:00,POS,0.9744173288345336,0.0030193668790161,0.022563325241208,excelente el servicio deliciosa la comida,atencion_servicio,1,1
Sendisfruto mucho con la familia y amigos.. ambiente muy amplio y agradable,5,2023-12-23T04:47:28.247Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,66,True,True,Sendisfruto mucho con la familia y amigos.. ambiente muy amplio y agradable,es,2023-12-23 04:47:28.247000+00:00,POS,0.9766861796379088,0.0025219328235834,0.0207919627428054,sendisfruto mucho con la familia y amigos.. ambiente muy amplio y agradable,ambiente_instalaciones,1,1
Muy rica la comida y precios accesibles.,5,2023-11-22T16:51:50.401Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,48,True,True,Muy rica la comida y precios accesibles.,es,2023-11-22 16:51:50.401000+00:00,POS,0.9765376448631288,0.0018430462805554,0.0216192416846752,muy rica la comida y precios accesibles.,precio,1,1
"Uno de mis lugares favoritos para almorzar en familia. La comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que están ubicados en el piso de arriba. Una área totalmente renovada, con aire acondicionado, y atención de primera.",5,2023-10-01T23:38:31.377Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,124,True,True,"Uno de mis lugares favoritos para almorzar en familia. La comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que están ubicados en el piso de arriba. Una área totalmente renovada, con aire acondicionado, y atención de primera.",es,2023-10-01 23:38:31.377000+00:00,POS,0.9799734354019164,0.002221476053819,0.0178051106631755,"uno de mis lugares favoritos para almorzar en familia. la comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que estan ubicados en el piso de arriba. una area totalmente renovada, con aire acondicionado, y atencion de primera.",atencion_servicio,3,1
"Uno de mis lugares favoritos para almorzar en familia. La comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que están ubicados en el piso de arriba. Una área totalmente renovada, con aire acondicionado, y atención de primera.",5,2023-10-01T23:38:31.377Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,124,True,True,"Uno de mis lugares favoritos para almorzar en familia. La comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que están ubicados en el piso de arriba. Una área totalmente renovada, con aire acondicionado, y atención de primera.",es,2023-10-01 23:38:31.377000+00:00,POS,0.9799734354019164,0.002221476053819,0.0178051106631755,"uno de mis lugares favoritos para almorzar en familia. la comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que estan ubicados en el piso de arriba. una area totalmente renovada, con aire acondicionado, y atencion de primera.",precio,3,1
"Uno de mis lugares favoritos para almorzar en familia. La comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que están ubicados en el piso de arriba. Una área totalmente renovada, con aire acondicionado, y atención de primera.",5,2023-10-01T23:38:31.377Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,124,True,True,"Uno de mis lugares favoritos para almorzar en familia. La comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que están ubicados en el piso de arriba. Una área totalmente renovada, con aire acondicionado, y atención de primera.",es,2023-10-01 23:38:31.377000+00:00,POS,0.9799734354019164,0.002221476053819,0.0178051106631755,"uno de mis lugares favoritos para almorzar en familia. la comida es deliciosa, el precio bastante bueno, y el ambiente es totalmente mejor ahora que estan ubicados en el piso de arriba. una area totalmente renovada, con aire acondicionado, y atencion de primera.",ambiente_instalaciones,3,1
Lo mejor en carne asada muy delicioso,5,2023-09-27T21:24:12.997Z,Parrillada Punta Del Este,5.0,5.0,5.0,,2,89,True,True,Lo mejor en carne asada muy delicioso,es,2023-09-27 21:24:12.997000+00:00,POS,0.969061017036438,0.0047679226845502,0.0261710900813341,lo mejor en carne asada muy delicioso,sabor_comida,2,1
Lo mejor en carne asada muy delicioso,5,2023-09-27T21:24:12.997Z,Parrillada Punta Del Este,5.0,5.0,5.0,,2,89,True,True,Lo mejor en carne asada muy delicioso,es,2023-09-27 21:24:12.997000+00:00,POS,0.969061017036438,0.0047679226845502,0.0261710900813341,lo mejor en carne asada muy delicioso,carne,2,1
Buen lugar para almorzar.... mejorar su atención,4,2023-09-13T20:51:56.461Z,Parrillada Punta Del Este,4.0,3.0,4.0,,0,373,True,True,Buen lugar para almorzar.... mejorar su atención,es,2023-09-13 20:51:56.461000+00:00,POS,0.8865437507629395,0.0033217943273484,0.1101345121860504,buen lugar para almorzar.... mejorar su atencion,atencion_servicio,1,1
Quedó muy lindo el nuevo local con excelente comida y servicio.,5,2023-09-07T20:37:05.069Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,16,False,True,Quedó muy lindo el nuevo local con excelente comida y servicio.,es,2023-09-07 20:37:05.069000+00:00,POS,0.9826765060424804,0.0020699312444776,0.015253622084856,quedo muy lindo el nuevo local con excelente comida y servicio.,atencion_servicio,1,1
"Atención pésima, nos dijeron q estaban arreglando x inauguración, sin embargo consideró q por respeto a sus clientes mejor no atiendan sino brindarán un buen servício. Esperamos mucho tiempo, pagamos una comida cara y sólo recibimos un disculpen q no los atendamos bien",2,2023-08-12T04:19:30.721Z,Parrillada Punta Del Este,2.0,2.0,2.0,,0,61,True,True,"Atención pésima, nos dijeron q estaban arreglando x inauguración, sin embargo consideró q por respeto a sus clientes mejor no atiendan sino brindarán un buen servício. Esperamos mucho tiempo, pagamos una comida cara y sólo recibimos un disculpen q no los atendamos bien",es,2023-08-12 04:19:30.721000+00:00,NEG,0.0035363570787012,0.972360134124756,0.0241036340594291,"atencion pesima, nos dijeron q estaban arreglando x inauguracion, sin embargo considero q por respeto a sus clientes mejor no atiendan sino brindaran un buen servicio. esperamos mucho tiempo, pagamos una comida cara y solo recibimos un disculpen q no los atendamos bien",atencion_servicio,2,-1
"Atención pésima, nos dijeron q estaban arreglando x inauguración, sin embargo consideró q por respeto a sus clientes mejor no atiendan sino brindarán un buen servício. Esperamos mucho tiempo, pagamos una comida cara y sólo recibimos un disculpen q no los atendamos bien",2,2023-08-12T04:19:30.721Z,Parrillada Punta Del Este,2.0,2.0,2.0,,0,61,True,True,"Atención pésima, nos dijeron q estaban arreglando x inauguración, sin embargo consideró q por respeto a sus clientes mejor no atiendan sino brindarán un buen servício. Esperamos mucho tiempo, pagamos una comida cara y sólo recibimos un disculpen q no los atendamos bien",es,2023-08-12 04:19:30.721000+00:00,NEG,0.0035363570787012,0.972360134124756,0.0241036340594291,"atencion pesima, nos dijeron q estaban arreglando x inauguracion, sin embargo considero q por respeto a sus clientes mejor no atiendan sino brindaran un buen servicio. esperamos mucho tiempo, pagamos una comida cara y solo recibimos un disculpen q no los atendamos bien",tiempo_espera,2,-1
Delicioso,5,2023-07-29T00:29:33.586Z,Parrillada Punta Del Este,5.0,5.0,4.0,,0,1,True,True,Delicioso,es,2023-07-29 00:29:33.586000+00:00,NEU,0.1843129843473434,0.2945018410682678,0.5211851596832275,delicioso,sabor_comida,1,0
"Muy buena comida a un precio razonable. Nada fancy pero muy acogedor y cómodo, con parqueadero propio.",4,2023-07-25T11:37:39.244Z,Parrillada Punta Del Este,5.0,4.0,3.0,,0,50,True,True,"Muy buena comida a un precio razonable. Nada fancy pero muy acogedor y cómodo, con parqueadero propio.",es,2023-07-25 11:37:39.244000+00:00,POS,0.9589082598686218,0.0028255237266421,0.0382662862539291,"muy buena comida a un precio razonable. nada fancy pero muy acogedor y comodo, con parqueadero propio.",precio,1,1
Les recomiendo la costilla muy buena grandes y jugosas acompañadas con papas,5,2023-06-29T23:46:56.851Z,Parrillada Punta Del Este,5.0,5.0,4.0,,0,2,False,True,Les recomiendo la costilla muy buena grandes y jugosas acompañadas con papas,es,2023-06-29 23:46:56.851000+00:00,POS,0.9661928415298462,0.0028936523012816,0.0309134647250175,les recomiendo la costilla muy buena grandes y jugosas acompanadas con papas,carne,1,1
Todo muy  rico y la atención muy buena,5,2023-06-18T22:13:42.257Z,Parrillada Punta Del Este,,,,,0,101,True,True,Todo muy rico y la atención muy buena,es,2023-06-18 22:13:42.257000+00:00,POS,0.9755547642707824,0.002423329744488,0.0220219679176807,todo muy rico y la atencion muy buena,sabor_comida,2,1
Todo muy  rico y la atención muy buena,5,2023-06-18T22:13:42.257Z,Parrillada Punta Del Este,,,,,0,101,True,True,Todo muy rico y la atención muy buena,es,2023-06-18 22:13:42.257000+00:00,POS,0.9755547642707824,0.002423329744488,0.0220219679176807,todo muy rico y la atencion muy buena,atencion_servicio,2,1
Los platos estrella son las menestras y las parrilladas.,4,2023-06-08T00:39:03.225Z,Parrillada Punta Del Este,5.0,4.0,3.0,,1,122,True,True,Los platos estrella son las menestras y las parrilladas.,es,2023-06-08 00:39:03.225000+00:00,POS,0.6543982625007629,0.0194078311324119,0.3261939585208893,los platos estrella son las menestras y las parrilladas.,moro,1,1
"Excelente todo, buenos precios, buena comida, buena ubicación",5,2023-05-18T14:16:56.164Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,18,True,True,"Excelente todo, buenos precios, buena comida, buena ubicación",es,2023-05-18 14:16:56.164000+00:00,POS,0.9799985289573668,0.0022520809434354,0.0177494157105684,"excelente todo, buenos precios, buena comida, buena ubicacion",precio,1,1
"La comida estaba buena, el jugo de limón estaba agrio, la atención al cliente era mala, de hay todo bien🤓☝️",3,2023-05-15T01:40:40.252Z,Parrillada Punta Del Este,3.0,1.0,2.0,,0,2,False,True,"La comida estaba buena, el jugo de limón estaba agrio, la atención al cliente era mala, de hay todo bien🤓☝️",es,2023-05-15 01:40:40.252000+00:00,NEG,0.0199863351881504,0.5685571432113647,0.4114565551280975,"la comida estaba buena, el jugo de limon estaba agrio, la atencion al cliente era mala, de hay todo bien",atencion_servicio,1,-1
"Se alquilo el local de la parte de arriba para una graduación, la comida la sirvieron fría, no habia control ni personal de seguridad en el lugar subian niños a vender caramelos en algunas ocasiones y me apenó muchisimo esa situación, el estacionamiento tenia filtraciones de agua y olia mal. Sólo el servicios de meseros estuvo muy bien, muy amables y educados.",1,2023-04-11T15:11:41.172Z,Parrillada Punta Del Este,1.0,3.0,1.0,,0,108,True,True,"Se alquilo el local de la parte de arriba para una graduación, la comida la sirvieron fría, no habia control ni personal de seguridad en el lugar subian niños a vender caramelos en algunas ocasiones y me apenó muchisimo esa situación, el estacionamiento tenia filtraciones de agua y olia mal. Sólo el servicios de meseros estuvo muy bien, muy amables y educados.",es,2023-04-11 15:11:41.172000+00:00,NEG,0.0548136979341506,0.8054956197738647,0.1396906226873397,"se alquilo el local de la parte de arriba para una graduacion, la comida la sirvieron fria, no habia control ni personal de seguridad en el lugar subian ninos a vender caramelos en algunas ocasiones y me apeno muchisimo esa situacion, el estacionamiento tenia filtraciones de agua y olia mal. solo el servicios de meseros estuvo muy bien, muy amables y educados.",atencion_servicio,1,-1
Y eso por no ponerle una estrella que pésimo fue el servicio de ATENCION se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazón bueno cabe recalcar,2,2023-04-11T11:35:38.318Z,Parrillada Punta Del Este,2.0,1.0,3.0,,1,96,True,True,Y eso por no ponerle una estrella que pésimo fue el servicio de ATENCION se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazón bueno cabe recalcar,es,2023-04-11 11:35:38.318000+00:00,NEG,0.0036653103306889,0.9696183800697328,0.0267163552343845,y eso por no ponerle una estrella que pesimo fue el servicio de atencion se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazon bueno cabe recalcar,sabor_comida,3,-1
Y eso por no ponerle una estrella que pésimo fue el servicio de ATENCION se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazón bueno cabe recalcar,2,2023-04-11T11:35:38.318Z,Parrillada Punta Del Este,2.0,1.0,3.0,,1,96,True,True,Y eso por no ponerle una estrella que pésimo fue el servicio de ATENCION se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazón bueno cabe recalcar,es,2023-04-11 11:35:38.318000+00:00,NEG,0.0036653103306889,0.9696183800697328,0.0267163552343845,y eso por no ponerle una estrella que pesimo fue el servicio de atencion se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazon bueno cabe recalcar,atencion_servicio,3,-1
Y eso por no ponerle una estrella que pésimo fue el servicio de ATENCION se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazón bueno cabe recalcar,2,2023-04-11T11:35:38.318Z,Parrillada Punta Del Este,2.0,1.0,3.0,,1,96,True,True,Y eso por no ponerle una estrella que pésimo fue el servicio de ATENCION se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazón bueno cabe recalcar,es,2023-04-11 11:35:38.318000+00:00,NEG,0.0036653103306889,0.9696183800697328,0.0267163552343845,y eso por no ponerle una estrella que pesimo fue el servicio de atencion se demoraron una eternidad ( el pedido fue una cosa y y al momento de servirlo nada de lo pedido ) el sazon bueno cabe recalcar,tiempo_espera,3,-1
excelente atencion muy buena comida,5,2023-03-23T08:59:52.857Z,Parrillada Punta Del Este,,,,,0,19,True,True,excelente atencion muy buena comida,es,2023-03-23 08:59:52.857000+00:00,POS,0.9750962853431702,0.0028136034961789,0.022090096026659,excelente atencion muy buena comida,atencion_servicio,1,1
"Buena parrilla, pero servicio súper desmejorado, en comparación con años anteriores. PERO COMO PARTILLA 10 PUNTOS Y EN ESPECIAL EL CHORIZO FUERA DE SERIE.",3,2023-02-26T06:52:12.180Z,Parrillada Punta Del Este,5.0,1.0,2.0,,0,125,True,True,"Buena parrilla, pero servicio súper desmejorado, en comparación con años anteriores. PERO COMO PARTILLA 10 PUNTOS Y EN ESPECIAL EL CHORIZO FUERA DE SERIE.",es,2023-02-26 06:52:12.180000+00:00,POS,0.7010278105735779,0.1532438695430755,0.1457283347845077,"buena parrilla, pero servicio super desmejorado, en comparacion con anos anteriores. pero como partilla 10 puntos y en especial el chorizo fuera de serie.",carne,2,1
"Buena parrilla, pero servicio súper desmejorado, en comparación con años anteriores. PERO COMO PARTILLA 10 PUNTOS Y EN ESPECIAL EL CHORIZO FUERA DE SERIE.",3,2023-02-26T06:52:12.180Z,Parrillada Punta Del Este,5.0,1.0,2.0,,0,125,True,True,"Buena parrilla, pero servicio súper desmejorado, en comparación con años anteriores. PERO COMO PARTILLA 10 PUNTOS Y EN ESPECIAL EL CHORIZO FUERA DE SERIE.",es,2023-02-26 06:52:12.180000+00:00,POS,0.7010278105735779,0.1532438695430755,0.1457283347845077,"buena parrilla, pero servicio super desmejorado, en comparacion con anos anteriores. pero como partilla 10 puntos y en especial el chorizo fuera de serie.",atencion_servicio,2,1
Buenas carnes!!!,3,2023-01-22T02:39:08.607Z,Parrillada Punta Del Este,5.0,5.0,3.0,,0,51,True,True,Buenas carnes!!!,es,2023-01-22 02:39:08.607000+00:00,POS,0.7898340821266174,0.0115454485639929,0.1986204534769058,buenas carnes!!!,carne,1,1
Muy buena la atención,1,2023-01-22T01:16:03.060Z,Parrillada Punta Del Este,5.0,5.0,5.0,,0,1,False,True,Muy buena la atención,es,2023-01-22 01:16:03.060000+00:00,POS,0.968659520149231,0.0030679770279675,0.0282725021243095,muy buena la atencion,atencion_servicio,1,1
"Buen ambiente, variedad y buen servicio",5,2022-12-25T20:51:46.033Z,Parrillada Punta Del Este,5.0,5.0,4.0,,0,175,True,True,"Buen ambiente, variedad y buen servicio",es,2022-12-25 20:51:46.033000+00:00,POS,0.9580673575401306,0.0029350300319492,0.038997583091259,"buen ambiente, variedad y buen servicio",atencion_servicio,2,1
"Buen ambiente, variedad y buen servicio",5,2022-12-25T20:51:46.033Z,Parrillada Punta Del Este,5.0,5.0,4.0,,0,175,True,True,"Buen ambiente, variedad y buen servicio",es,2022-12-25 20:51:46.033000+00:00,POS,0.9580673575401306,0.0029350300319492,0.038997583091259,"buen ambiente, variedad y buen servicio",ambiente_instalaciones,2,1
Mejorar infraestructura y modernizar ambiente,4,2022-12-13T00:37:21.705Z,Parrillada Punta Del Este,5.0,5.0,4.0,,0,34,True,True,Mejorar infraestructura y modernizar ambiente,es,2022-12-13 00:37:21.705000+00:00,NEU,0.3858921825885772,0.0419526621699333,0.5721551179885864,mejorar infraestructura y modernizar ambiente,ambiente_instalaciones,1,0
Deliciosa como siempre exelente   atención,5,2022-08-07T08:46:40.869Z,Parrillada Punta Del Este,,,,,0,40,True,True,Deliciosa como siempre exelente atención,es,2022-08-07 08:46:40.869000+00:00,POS,0.97280091047287,0.0037726867012679,0.0234263986349105,deliciosa como siempre exelente atencion,atencion_servicio,1,1
La comida super buena y la atención fue genial.,5,2022-08-06T18:27:52.993Z,Parrillada Punta Del Este,,,,,0,123,True,True,La comida super buena y la atención fue genial.,es,2022-08-06 18:27:52.993000+00:00,POS,0.9784418940544128,0.0026125682052224,0.0189455598592758,la comida super buena y la atencion fue genial.,atencion_servicio,1,1
Muy buena atención y la parrillada excelente sabor,5,2022-07-14T12:44:25.585Z,Parrillada Punta Del Este,,,,,0,135,True,True,Muy buena atención y la parrillada excelente sabor,es,2022-07-14 12:44:25.585000+00:00,POS,0.9779968857765198,0.0026318135205656,0.0193713381886482,muy buena atencion y la parrillada excelente sabor,sabor_comida,2,1
Muy buena atención y la parrillada excelente sabor,5,2022-07-14T12:44:25.585Z,Parrillada Punta Del Este,,,,,0,135,True,True,Muy buena atención y la parrillada excelente sabor,es,2022-07-14 12:44:25.585000+00:00,POS,0.9779968857765198,0.0026318135205656,0.0193713381886482,muy buena atencion y la parrillada excelente sabor,atencion_servicio,2,1
Excelente atención y comida,5,2022-06-25T02:11:49.368Z,Parrillada Punta Del Este,,,,,0,90,False,True,Excelente atención y comida,es,2022-06-25 02:11:49.368000+00:00,POS,0.9230511784553528,0.0050576785579323,0.0718911662697792,excelente atencion y comida,atencion_servicio,1,1
Rica comida a precios accesibles,4,2022-06-24T17:30:19.436Z,Parrillada Punta Del Este,,,,,0,34,True,True,Rica comida a precios accesibles,es,2022-06-24 17:30:19.436000+00:00,POS,0.889837384223938,0.0050023859366774,0.1051602512598037,rica comida a precios accesibles,precio,1,1
Poco parqueo,4,2022-06-16T16:25:49.454Z,Parrillada Punta Del Este,,,,,0,180,True,True,Poco parqueo,es,2022-06-16 16:25:49.454000+00:00,NEU,0.0783290639519691,0.2795873284339905,0.6420836448669434,poco parqueo,porciones,1,0
Excelente atención,4,2022-06-13T00:21:54.220Z,Parrillada Punta Del Este,,,,,0,72,True,True,Excelente atención,es,2022-06-13 00:21:54.220000+00:00,POS,0.5032982230186462,0.0791343450546264,0.4175675213336944,excelente atencion,atencion_servicio,1,1
La comida muy rica pero esperamos una hora por ella y errores con los pedido,3,2022-06-05T20:02:04.205Z,Parrillada Punta Del Este,,,,,0,4,False,True,La comida muy rica pero esperamos una hora por ella y errores con los pedido,es,2022-06-05 20:02:04.205000+00:00,NEU,0.060101855546236,0.2341866493225097,0.7057114839553833,la comida muy rica pero esperamos una hora por ella y errores con los pedido,tiempo_espera,1,0
Falta atención,1,2022-05-17T21:18:25.836Z,Parrillada Punta Del Este,,,,,0,25,True,True,Falta atención,es,2022-05-17 21:18:25.836000+00:00,NEU,0.0975147038698196,0.363741397857666,0.5387438535690308,falta atencion,atencion_servicio,1,0
Rico,5,2022-05-13T03:18:11.276Z,Parrillada Punta Del Este,,,,,0,59,True,True,Rico,es,2022-05-13 03:18:11.276000+00:00,NEU,0.2672764956951141,0.2163389772176742,0.5163845419883728,rico,sabor_comida,1,0
Delicioso,5,2022-04-29T18:32:57.165Z,Parrillada Punta Del Este,,,,,0,53,True,True,Delicioso,es,2022-04-29 18:32:57.165000+00:00,NEU,0.1843129843473434,0.2945018410682678,0.5211851596832275,delicioso,sabor_comida,1,0
Exquisito sabor favorable atención buen servicio muy oportunos,5,2022-04-11T20:53:01.587Z,Parrillada Punta Del Este,,,,,0,82,True,True,Exquisito sabor favorable atención buen servicio muy oportunos,es,2022-04-11 20:53:01.587000+00:00,POS,0.9509903788566588,0.0053585497662425,0.0436511188745498,exquisito sabor favorable atencion buen servicio muy oportunos,sabor_comida,2,1
Exquisito sabor favorable atención buen servicio muy oportunos,5,2022-04-11T20:53:01.587Z,Parrillada Punta Del Este,,,,,0,82,True,True,Exquisito sabor favorable atención buen servicio muy oportunos,es,2022-04-11 20:53:01.587000+00:00,POS,0.9509903788566588,0.0053585497662425,0.0436511188745498,exquisito sabor favorable atencion buen servicio muy oportunos,atencion_servicio,2,1
Excelente atención buen precio la comida muy buena,5,2022-03-30T15:42:46.499Z,Parrillada Punta Del Este,,,,,0,34,True,True,Excelente atención buen precio la comida muy buena,es,2022-03-30 15:42:46.499000+00:00,POS,0.9727349281311036,0.0033431705087423,0.0239219851791858,excelente atencion buen precio la comida muy buena,atencion_servicio,2,1
Excelente atención buen precio la comida muy buena,5,2022-03-30T15:42:46.499Z,Parrillada Punta Del Este,,,,,0,34,True,True,Excelente atención buen precio la comida muy buena,es,2022-03-30 15:42:46.499000+00:00,POS,0.9727349281311036,0.0033431705087423,0.0239219851791858,excelente atencion buen precio la comida muy buena,precio,2,1
Los meseros son hostiles están estresados,3,2022-03-30T15:15:02.013Z,Parrillada Punta Del Este,,,,,0,100,True,True,Los meseros son hostiles están estresados,es,2022-03-30 15:15:02.013000+00:00,NEG,0.0044372114352881,0.965756893157959,0.029805839061737,los meseros son hostiles estan estresados,atencion_servicio,1,-1
